title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
Laboratory Equipment and Supplies (31184-148997/001/PV),PW-$$PV-915-65459,31184-148997/A,31184-148997/001/PV,Active,2014-07-31,2014-08-01,N6640 - Laboratory Equipment and Supplies,Interchangeable Parts,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,Droplet Measurement Technologies 2545 Central Avenue Boulder Colorado 80301 United States,USD,76120.00
Laboratory Equipment and Supplies (31184-148801/001/PV),PW-$$PV-915-65458,31184-148801/A,31184-148801/001/PV,Active,2014-07-31,2014-08-01,N6640 - Laboratory Equipment and Supplies,Interchangeable Parts,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,"Testforce Systems Inc. 235 Stafford Road West, Suite 107 Ottawa Ontario K2H9C1 Canada",USD,242639.25
SUPPORT OF THE LEOPARD II FOV (W8486-137570/002/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/002/BLB,Active,2014-07-31,2014-08-01,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,672.50
Diesel Engines and Components (F1782-14C728/001/XLV),PW-$XLV-175-6523,F1782-14C728/A,F1782-14C728/001/XLV,Active,2014-07-31,2014-08-01,N2815 - Diesel Engines and Components,Exclusive Rights,,FISHERIES AND OCEANS CANADA SUPERVISOR ENGINEERING 9860 W.SAANICH RD P.O.BOX 6000 SIDNEY BC V8L4B2 CAN,ISS MACHINERY SERVICES PARTS SUPPLY CENTRE OSAKA KASEN BUILDING 6-8 KAWARAMACHI 4-CHOME CHUO-KU OSAKA 541-0048 Japan,USD,57713.07
OPTICAL FREQ. DOMAIN REFLECTOMETER (31184-149443/001/PV),PW-$$PV-881-65377,31184-149443/A,31184-149443/001/PV,Active,2014-07-31,2014-08-01,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,"Testforce Systems Inc. 235 Stafford Road West, Suite 107 Ottawa Ontario K2H9C1 Canada",USD,147013.00
"Radar Equipment, Airborne (W8485-141654/001/BQ)",PW-$$BQ-164-24608,W8485-141654,W8485-141654/001/BQ,Active,2014-07-31,2014-08-04,"N5841 - Radar Equipment, Airborne",Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"GILCRON CORPORATION, A SUBSIDIARY OF EXELIS INC. 7821 ORION AVENUE VAN NUYS California 91406 United States",USD,3000000.00
Leopard 2 Spare Parts (W8486-151096/005/BL),PW-$$BL-250-24447,W8486-151096/A,W8486-151096/005/BL,Active,2014-08-01,2014-08-04,"N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,31725.00
SUPPORT OF THE LEOPARD II FOV (W8486-137570/003/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/003/BLB,Active,2014-08-05,2014-08-06,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SDLE S.L. Antigua Carretera de Extremadura Km 20.800 Móstoles 28935 Spain,EUR,3118.00
Laboratory Equipment and Supplies (31184-146332/001/PV),PW-$$PV-903-65484,31184-146332/A,31184-146332/001/PV,Active,2014-08-06,2014-08-07,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,"AERODYNE RESEARCH, INC. 45 Manning Road Billerica Massachusetts 01821-3976 United States",USD,42500.00
ADP Software (31034-146388/001/VIC),PW-$VIC-211-6526,31034-146388,31034-146388/001/VIC,Active,2014-07-29,2014-08-07,N7030 - ADP Software,Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA 5071 WEST SAANICH RD VICTORIA BC V9E2E7 CAN,TICRA Laederstraede 34 DK-1201 Copenhagen K Copenhagen Denmark,EUR,25000.00
SUPPORT OF THE LEOPARD II FOV (W8486-137570/004/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/004/BLB,Active,2014-08-06,2014-08-07,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,KRAUSS-MAFFEI WEGMANN GmbH & CO KG. KRAUSS-MAFFEI STRASSE 11 MUNICH D-80997 Germany,EUR,44835.00
Night Vision Equipment (M2989-151190/001/XSB),PW-$XSB-005-7280,M2989-151190/A,M2989-151190/001/XSB,Active,2014-08-07,2014-08-11,"N5855 - Night Vision Equipment, Emitted and Reflected Radiation",Exclusive Rights,,ROYAL CANADIAN MOUNTED POLICE MAILSTOP #909 14200 GREEN TIMBERS WAY SURREY BC V3T6P3 CAN,VIH Aerospace INC. 1962 Canso Rd North Saanich British Columbia V8L5V5 Canada,USD,44250.00
Guided Missiles (W8482-132707/004/USW),PW-$USW-004-1220,W8482-132707/04,W8482-132707/004/USW,Active,2014-08-07,2014-08-11,N1410 - Guided Missiles,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,NATO SEASPARROW SURFACE       MISSILE SYSTEM PROJECT WASHINGTON District of Columbia United States,USD,100000.00
SUPPORT OF THE LEOPARD II FOV (W8486-137570/009/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/009/BLB,Active,2014-08-07,2014-08-11,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SDLE S.L. Antigua Carretera de Extremadura Km 20.800 Móstoles 28935 Spain,EUR,372.00
SUPPORT OF THE LEOPARD II FOV (W8486-137570/008/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/008/BLB,Active,2014-08-07,2014-08-11,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,47.90
SUPPORT OF THE LEOPARD II FOV (W8486-137570/007/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/007/BLB,Active,2014-08-07,2014-08-11,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ToKa Innovationen GmbH Schliekumer Strasse 25 Sarstedt 31157 Germany,EUR,255.00
SUPPORT OF THE LEOPARD II FOV (W8486-137570/006/BLB),PW-$$BL-270-24416,W8486-137570/B,W8486-137570/006/BLB,Active,2014-08-07,2014-08-11,N5310 - Nuts and Washers,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,PAAR LOGISTIK GMBH Stadtplatz 28 AICHACH D-86551 GERMANY,EUR,1965.00
RETORT POUCHES (W8486-15SP1A/001/PR),PW-$$PR-758-65142,W8486-15SP1A/A,W8486-15SP1A/001/PR,Active,2014-08-12,2014-08-13,N8970 - Composite Food Packages,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,THE WORNICK COMPANY  4700 CREEK ROAD CINCINNATI Ohio 45242-2808 United States,USD,759080.71
ADP Software (45045-130156/001/EE),PW-$$EE-013-27863,45045-130156,45045-130156/001/EE,Active,2014-08-12,2014-08-13,N7030 - ADP Software,Exclusive Rights,,STATISTICS CANADA MAIN BLDG RM 1405 150 TUNNEYS PASTURE OTTAWA ON K1A0T6 CAN,StataCorp LP 4905 Lakeway Drive College Station Texas 77845 United States,USD,56842.00
Medical Advisory Services (9F008-140002/001/MTB),PW-$MTB-500-12856,9F008-140002/A,9F008-140002/001/MTB,Active,2014-08-13,2014-08-14,G009H - Medical Advisory Services,Government Objectives Representing Best Interests/Value to Govt,,CANADIAN SPACE AGENCY 6767 ROUTE  DE L AEROPORT ST HUBERT QC J3Y8Y9 CAN,"Wyle Laboratories, Inc. 1290 HERCULES DRIVE HOUSTON Texas 77058 United States",USD,53481.48
Purchase of Spare Parts for Night Vision Goggles (W8485-152452/001/QF),PW-$$QF-106-24521,W8485-152452/A,W8485-152452/001/QF,Active,2014-07-21,2014-08-15,"N5855 - Night Vision Equipment, Emitted and Reflected Radiation",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Exelis Inc. 7635 Plantation Road Roanoke Virginia 24019 United States,USD,40327.26
"CH124 SEAKING INDICATOR, LIGHT (W8485-152474/002/BY)",PW-$$BY-284-24536,W8485-152474/A,W8485-152474/002/BY,Active,2014-08-14,2014-08-15,N6220 - Electric Vehicular Lights and Fixtures,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,JHT DEFENSE INC. 2273 Guenette St. St-Laurent Quebec H4R2E9 Canada,USD,22027.49
"CH124 SEAKING INDICATOR, LIGHT (W8485-152474/001/BY)",PW-$$BY-284-24536,W8485-152474/A,W8485-152474/001/BY,Active,2014-08-14,2014-08-15,N6220 - Electric Vehicular Lights and Fixtures,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SIMEX DEFENCE INC. / DEFENSE SIMEX INC. 216 Brunswick Blvd. Pointe-Claire Quebec H9R1A6 Canada,USD,4702.48
"CH124 SEAKING INDICATOR, LIGHT (W8485-152474/003/BY)",PW-$$BY-284-24536,W8485-152474/A,W8485-152474/003/BY,Active,2014-08-14,2014-08-15,N6220 - Electric Vehicular Lights and Fixtures,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,MHD - ROCKLAND INC. 205 Brunswick Blvd. Suite 100 Pointe-Claire Quebec H9R1A5 Canada,USD,5473.96
Spares in Support of Leo II (W8486-151102/011/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/011/BL,Active,2014-08-14,2014-08-18,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,4605.25
Spares in Support of Leo II (W8486-151102/009/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/009/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,KRAUSS-MAFFEI WEGMANN GmbH & Co. KG KRAUSS MAFFEI STR 11 POSTFACH 50 02 40 Munchen D-80972 Germany,EUR,4498.00
Spares in Support of Leo II (W8486-151102/007/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/007/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ToKa Innovationen GmbH Schliekumer Strasse 25 Sarstedt 31157 Germany,EUR,130.00
Spares in Support of Leo II (W8486-151102/006/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/006/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SIMEX DEFENCE INC. / DEFENSE SIMEX INC. 216 Brunswick Blvd. Pointe-Claire Quebec H9R1A6 Canada,EUR,6982.50
Spares in Support of Leo II (W8486-151102/005/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/005/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SDLE S.L. Antigua Carretera de Extremadura Km 20.800 Móstoles 28935 Spain,EUR,795.00
Spares in Support of Leo II (W8486-151102/004/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/004/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,PAAR LOGISTIK GMBH Stadtplatz 28 AICHACH D-86551 GERMANY,EUR,1968.75
Spares in Support of Leo II (W8486-151102/002/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/002/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,1057.00
Spares in Support of Leo II (W8486-151102/001/BL),PW-$$BL-297-24453,W8486-151102/A,W8486-151102/001/BL,Active,2014-08-14,2014-08-15,"N1015 - Guns, 75 mm through 125 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,August Schröder Maschinenbau GmbH Postfach 120543 Remscheid 42875 Germany,EUR,11959.96
Spare parts for the Leopoard 2A6M (W8486-138297/006/BLB),PW-$$BL-260-24430,W8486-138297/B,W8486-138297/006/BLB,Active,2014-08-15,2014-08-18,"N3120 - Bearings, Plain, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,20951.00
Spare parts for the Leopoard 2A6M (W8486-138297/005/BLB),PW-$$BL-260-24430,W8486-138297/B,W8486-138297/005/BLB,Active,2014-08-15,2014-08-18,"N3120 - Bearings, Plain, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,KRAUSS-MAFFEI WEGMANN GmbH & Co. KG KRAUSS MAFFEI STR 11 POSTFACH 50 02 40 Munchen D-80972 Germany,EUR,304.55
Spare parts for the Leopoard 2A6M (W8486-138297/004/BLB),PW-$$BL-260-24430,W8486-138297/B,W8486-138297/004/BLB,Active,2014-08-15,2014-08-18,"N3120 - Bearings, Plain, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,JOWA                          FAHRZEUGTEILE-VERTRIEBS GMBH ALTENBURGER WEG 5 D-34305 NIEDENSTEIN Germany,EUR,149.10
Spare parts for the Leopoard 2A6M (W8486-138297/002/BLB),PW-$$BL-260-24430,W8486-138297/B,W8486-138297/002/BLB,Active,2014-08-15,2014-08-18,"N3120 - Bearings, Plain, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,6143.21
Spare parts for the Leopoard 2A6M (W8486-138297/001/BLB),PW-$$BL-260-24430,W8486-138297/B,W8486-138297/001/BLB,Active,2014-08-15,2014-08-18,"N3120 - Bearings, Plain, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,FFG Flensburger Fahrzeugbau Gesellschaft mbH thorsten.peter@ffg-flensburg.de joerg.kamper@ffg-flensburg.de Flensburg 24939 Germany,EUR,1624.00
CBRN Recce System (W8476-134370/001/PV),PW-$$PV-896-64761,W8476-134370/B,W8476-134370/001/PV,Active,2014-08-15,2014-08-18,N6665 - Hazard-Detecting Instruments and Apparatus,Best Overall Proposal,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,iRobot Corporation 8 Crosby Drive Bedford Massachusetts 01730 United States,USD,8053816.23
STOCK BUY (W8485-152485/001/BY),PW-$$BY-419-24564,W8485-152485/A,W8485-152485/001/BY,Active,2014-08-19,2014-08-20,"N1650 - Aircraft Hydraulic, Vacuum and De-Icing System Components",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SIMEX DEFENCE INC. / DEFENSE SIMEX INC. 216 Brunswick Blvd. Pointe-Claire Quebec H9R1A6 Canada,USD,45834.24
Miscellaneous Weapons (W7701-155907/001/QCL),PW-$QCL-029-16065,W7701-155907,W7701-155907/001/QCL,Active,2014-08-20,2014-08-21,N1095 - Miscellaneous Weapons,Exclusive Rights,,"DEPARTMENT OF NATIONAL DEFENCE VALCARTIER RESEARCH CENTER, BLDG 65 2459 DE LA BRAVOURE RD QUEBEC QC G3J1X5 CAN",REGULUS GLOBAL INC 1528 Taylor Farm Rd. ste 105 Virginia Beach Virginia 23453 United States,USD,60970.00
IMVAMUNE (6D024-144311/001/PH),PW-$$PH-893-65472,6D024-144311/A,6D024-144311/001/PH,Active,2014-08-21,2014-08-22,N6505 - Drugs and Biologicals,Exclusive Rights,,PUBLIC HEALTH AGENCY OF CANADA PL6201A 100 COLONNADE RD OTTAWA ON K1A0K9 CAN,Bavarian Nordic A/S Bogeskovvej 9 Kvistgaard 3490 Denmark,USD,2239300.00
Specialized Flight Clothing and Accessories (W8485-152477/001/PR),PW-$$PR-757-65583,W8485-152477/A,W8485-152477/001/PR,Active,2014-08-22,2014-08-25,N8475 - Specialized Flight Clothing and Accessories,Only One Response to Bid Solicitation,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,INTERACTIVE SAFETY PRODUCTS 9825-A Northcross Center Court Huntersville North Carolina 28078 United States,USD,323554.00
Aluminum Cabinets (F1700-140519/001/XSB),PW-$XSB-005-7268,F1700-140519/A,F1700-140519/001/XSB,Active,2014-08-22,2014-08-25,"N7125 - Cabinets, Lockers, Bins and Shelving",Best Overall Proposal,,FISHERIES AND OCEANS CANADA STE 200 401 BURRARD ST VANCOUVER BC V6C3S4 CAN,Moduline Cabinets 20 Holland Street Brockton Massachusetts 02301 United States,USD,250663.56
High Volume Precipitation Spectrome (KM175-141055/001/TOR),PW-$TOR-015-6637,KM175-141055/A,KM175-141055/001/TOR,Active,2014-08-24,2014-08-26,N6660 - Meteorological Instruments and Apparatus,Lowest/Lower Bid,,ENVIRONMENT CANADA 4905 DUFFERIN ST DOWNSVIEW ON M3H5T4 CAN,"Stratton Park Engineering Co., Inc. 3022 Sterling Circle, Ste.200 Boulder Colorado 80301 United States",USD,99000.00
Information Products (T8156-140052/001/PI),PW-$$PI-012-65588,T8156-140052/A,T8156-140052/001/PI,Active,2014-08-25,2014-08-26,D317E - Information Products,Lowest/Lower Bid,,TRANSPORT CANADA PDV TWR C FL.25G 330 SPARKS ST OTTAWA ON K1A0N5 CAN,International Air Transport Association 800 Place Victoria CP 113 Montreal Quebec H4Z1M1 Canada,USD,65540.00
Flight Instruments (31184-148567/001/PV),PW-$$PV-915-65590,31184-148567/A,31184-148567/001/PV,Active,2014-08-25,2014-08-26,N6610 - Flight Instruments,Interchangeable Parts,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,MTS Systems Corporation 14000 Technology Drive Eden Prairie Minnesota 55344 United States,USD,134450.79
Laboratory Equipment and Supplies (31184-140243/001/PV),PW-$$PV-929-65597,31184-140243/A,31184-140243/001/PV,Active,2014-08-25,2014-08-26,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,Cree Inc. 4600 Silicon Drive Durham North Carolina 27703 United States,USD,152631.60
"Seats, Aircraft - Repair and Overhaul (W8485-141768/001/BB)",PW-$$BB-237-25891,W8485-141768/A,W8485-141768/001/BB,Active,2014-08-27,2014-08-28,"JX1680B - Seats, Aircraft - Repair and Overhaul",Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"Martin-Baker America, Inc. 423 Walters Avenue Johnstown Pennsylvania 15904",USD,1009857.72
CC138 Twin Otter aircraft spares (W8485-152459/001/BY),PW-$$BY-281-24541,W8485-152459/A,W8485-152459/001/BY,Active,2014-08-27,2014-08-28,"N6680 - Liquid and Gas Flow, Liquid Level and Mechanical Motion Measuring Instruments",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SIMEX DEFENCE INC. / DEFENSE SIMEX INC. 216 Brunswick Blvd. Pointe-Claire Quebec H9R1A6 Canada,USD,40199.49
Rigid Wall Shelters (47136-128513/001/QF),PW-$$QF-101-24649,47136-128513/A,47136-128513/001/QF,Active,2012-06-13,2014-08-28,N5411 - Rigid Wall Shelters,Exclusive Rights,,CANADA BORDER SERVICES AGENCY 63 SLACK RD OTTAWA ON K2G0B7 CAN,"Advanced Interactive Systems, 665 Andover Park West Tukwila Washington 98188 United States",USD,144809.05
NEUTRON GENERATOR (T8156-140043/001/PV),PW-$$PV-915-65467,T8156-140043/A,T8156-140043/001/PV,Active,2014-08-28,2014-08-29,N6665 - Hazard-Detecting Instruments and Apparatus,Exclusive Rights,,TRANSPORT CANADA PDV TWR C FL.25G 330 SPARKS ST OTTAWA ON K1A0N5 CAN,"Adelphi Technology, Inc. 2003 E. Bayshore Road Redwood City California 94063 United States",USD,144360.00
Information Products (W0046-140148/001/PI),PW-$$PI-008-65636,W0046-140148/A,W0046-140148/001/PI,Active,2014-08-28,2014-08-29,D317E - Information Products,Exclusive Rights,,"DEPARTMENT OF NATIONAL DEFENCE 5 SOMME AVE BLDG C36, MCNAUGHTON KINGSTON ON K7K7B4 CAN",American Chemical Society PO BOX 3012 2540 OLENTANGY RIVER RD COLUMBUS Ohio 43202 United States,USD,46612.50
Engineering and Technical Services - Combat Vehicles Related (W8486-149016/001/BL),PW-$$BL-250-24651,W8486-149016/A,W8486-149016/001/BL,Active,2014-08-28,2014-08-29,C219BJ - Engineering and Technical Services - Combat Vehicles Related,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Non-Intrusive Inspection Technologies Incorporated 23031 Ladbrook Drive Dulles Virginia 20166 United States,USD,1967000.00
ADP Software (W7714-155986/001/EE),PW-$$EE-013-27889,W7714-155986,W7714-155986/001/EE,Active,2014-08-29,2014-09-02,N7030 - ADP Software,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE BLDG 29 RECEIVING 3701 CARLING AVE OTTAWA ON K1A0Z4 CAN,"Analytical Graphics, Inc. 220 Valley Creek Blvd. Exton Pennsylvania 19341 United States",USD,47460.00
Miscellaneous Aircraft Accessories and Components (M7594-150697/001/CAG),PW-$CAG-007-24653,M7594-150697/A,M7594-150697/001/CAG,Active,2014-08-25,2014-09-02,N1680 - Miscellaneous Aircraft Accessories and Components,Exclusive Rights,,ROYAL CANADIAN MOUNTED POLICE 4TH FL. 73 LEIKIN DR. M1 OTTAWA ON K1A0R2 CAN,Pilatus PC-12 Centre Canada Inc. V.Kelner Pilatus Center 201 Kelner Place Thunder Bay Ontario P7E6V3 Canada,USD,120473.59
"Ammunition, through 30mm (5FB0A-15U282/001/BK)",PW-$$BK-350-24652,5FB0A-15U282,5FB0A-15U282/001/BK,Active,2014-08-29,2014-09-02,"N1305 - Ammunition, through 30mm",Exclusive Rights,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC. 5 Montée des Arsenaux Repentigny Quebec J5Z2P4 Canada,USD,1532582.72
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156390/01-GRK10),PW-14-00645730,GRK(W8482-156390/000/A),W8482-156390/01-GRK10,Active,2014-08-29,2014-09-02,"N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N5310 - Nuts and Washers, N5330 - Packing and Gasket Material, N5945 - Relays and Solenoids",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Leafield Logistics and Technical Services Ltd. Leafield Mine Monks Lane Corsham, Wiltshire SN13 9PH United Kingdom",GBP,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156393/01-GRK10),PW-14-00645840,GRK(W8482-156393/000/A),W8482-156393/01-GRK10,Active,2014-09-03,2014-09-04,"N2030 - Deck Machinery, N5315 - Nails, Keys and Pins, N5331 - O-Ring",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Repaircraft Plc The Common Cranleigh, Surrey GU6 8LU United Kingdom",GBP,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156417/01-GRK10),PW-14-00646529,GRK(W8482-156417/000/A),W8482-156417/01-GRK10,Active,2014-09-04,2014-09-05,N5310 - Nuts and Washers,,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Leafield Logistics and Technical Services Ltd. Leafield Mine Monks Lane Corsham, Wiltshire SN13 9PH United Kingdom",GBP,
COUPLING (CH124 SEA KING HELICOP.) (W8485-152494/001/BY),PW-$$BY-284-24587,W8485-152494/A,W8485-152494/001/BY,Active,2014-09-04,2014-09-05,"N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Kaycom Incorporated 193 Brunswick Blvd. Pointe-Claire Quebec H9R5N2 Canada,USD,59499.16
